horizon,subset,cutoff,m1m2,n_features,model,kind,RMSE,MAE,DirAcc,N,train_RMSE,gap_pct
3,xgb_top,0.02,m1,9,Wavg(Ridge_a10.0+ENet_a0.05_l0.5),ensemble_wavg,1.3388708013465842,0.8629110875988318,0.425,121,,
3,xgb_top,0.02,m1,9,Avg(Ridge_a10.0+Ridge_a1.0),ensemble_avg,1.335227366866227,0.8734853574313467,0.4166666666666667,121,,
3,xgb_top,0.02,m1,9,Wavg(Ridge_a10.0+Ridge_a1.0),ensemble_wavg,1.3273490358559639,0.8659845671151412,0.425,121,,
3,xgb_top,0.02,m1,9,Avg(ENet_a0.05_l0.5+Ridge_a1.0),ensemble_avg,1.3402582588860754,0.8712425816280837,0.4083333333333333,121,,
3,xgb_top,0.02,m1,9,Wavg(ENet_a0.05_l0.5+Ridge_a1.0),ensemble_wavg,1.3388708013476494,0.8629110875998047,0.425,121,,
3,xgb_top,0.02,m1,9,Avg(MLP+LightGBM+Ridge_a10.0),ensemble_avg,0.8374898958817041,0.6040202040458152,0.49166666666666664,121,,
3,xgb_top,0.02,m1,9,Wavg(MLP+LightGBM+Ridge_a10.0),ensemble_wavg,1.1005894409490444,0.7365304217302909,0.4583333333333333,121,,
3,xgb_top,0.02,m1,9,Avg(MLP+LightGBM+ENet_a0.05_l0.5),ensemble_avg,0.8416199464081247,0.6081099956673895,0.5083333333333333,121,,
3,xgb_top,0.02,m1,9,Wavg(MLP+LightGBM+ENet_a0.05_l0.5),ensemble_wavg,1.1420455673669057,0.7563923512080265,0.4583333333333333,121,,
3,xgb_top,0.02,m1,9,Avg(MLP+LightGBM+Ridge_a1.0),ensemble_avg,0.8409684725259511,0.6048016737763251,0.5083333333333333,121,,
3,xgb_top,0.02,m1,9,Wavg(MLP+LightGBM+Ridge_a1.0),ensemble_wavg,1.0634864783529647,0.7195183492128229,0.4666666666666667,121,,
3,xgb_top,0.02,m1,9,Avg(MLP+Ridge_a10.0+ENet_a0.05_l0.5),ensemble_avg,0.9636240336324727,0.6635793082547504,0.48333333333333334,121,,
3,xgb_top,0.02,m1,9,Wavg(MLP+Ridge_a10.0+ENet_a0.05_l0.5),ensemble_wavg,0.9693481076273867,0.6675848283392536,0.475,121,,
3,xgb_top,0.02,m1,9,Avg(MLP+Ridge_a10.0+Ridge_a1.0),ensemble_avg,0.9674997421210656,0.6654339989614751,0.475,121,,
3,xgb_top,0.02,m1,9,Wavg(MLP+Ridge_a10.0+Ridge_a1.0),ensemble_wavg,0.9463995275319222,0.6528718143069564,0.48333333333333334,121,,
3,xgb_top,0.02,m1,9,Avg(MLP+ENet_a0.05_l0.5+Ridge_a1.0),ensemble_avg,0.9673589586789009,0.6651901046940067,0.48333333333333334,121,,
3,xgb_top,0.02,m1,9,Wavg(MLP+ENet_a0.05_l0.5+Ridge_a1.0),ensemble_wavg,0.969599529328619,0.667749189109025,0.475,121,,
3,xgb_top,0.02,m1,9,Avg(LightGBM+Ridge_a10.0+ENet_a0.05_l0.5),ensemble_avg,1.1870108683058,0.7830016087436564,0.4583333333333333,121,,
3,xgb_top,0.02,m1,9,Wavg(LightGBM+Ridge_a10.0+ENet_a0.05_l0.5),ensemble_wavg,1.2044190880163304,0.789529755606433,0.44166666666666665,121,,
3,xgb_top,0.02,m1,9,Avg(LightGBM+Ridge_a10.0+Ridge_a1.0),ensemble_avg,1.1854744344509744,0.7834014814445351,0.45,121,,
3,xgb_top,0.02,m1,9,Wavg(LightGBM+Ridge_a10.0+Ridge_a1.0),ensemble_wavg,1.183528718199975,0.7809788725878067,0.45,121,,
3,xgb_top,0.02,m1,9,Avg(LightGBM+ENet_a0.05_l0.5+Ridge_a1.0),ensemble_avg,1.1921023738752254,0.7864452524777912,0.44166666666666665,121,,
3,xgb_top,0.02,m1,9,Wavg(LightGBM+ENet_a0.05_l0.5+Ridge_a1.0),ensemble_wavg,1.2045130527083117,0.7895628680164347,0.44166666666666665,121,,
3,xgb_top,0.02,m1,9,Avg(Ridge_a10.0+ENet_a0.05_l0.5+Ridge_a1.0),ensemble_avg,1.3358253842120686,0.8693099295753081,0.4166666666666667,121,,
3,xgb_top,0.02,m1,9,Wavg(Ridge_a10.0+ENet_a0.05_l0.5+Ridge_a1.0),ensemble_wavg,1.3388705952903508,0.8629111620453352,0.425,121,,
3,xgb_top,0.01,m2,19,MLP,base,0.9883173292437728,0.7449507915348705,0.525,121,0.6432426774807144,0.5364610649196304
3,xgb_top,0.01,m2,19,GradientBoosting,base,1.2667743361202428,0.8019919919613974,0.48333333333333334,121,,
3,xgb_top,0.01,m2,19,LightGBM,base,1.2706025793705353,0.8253872438386252,0.5,121,,
3,xgb_top,0.01,m2,19,RandomForest,base,1.3225941140526778,0.8818723495910626,0.49166666666666664,121,,
3,xgb_top,0.01,m2,19,XGBoost,base,1.3834113624660118,0.8762597874955118,0.5166666666666667,121,0.025617250560408547,53.00311634551733
3,xgb_top,0.01,m2,19,base_Naive,baseline,1.4858290237280916,0.9467142941890213,0.425,121,,
3,xgb_top,0.01,m2,19,Lasso_a0.2,base,1.6071430812039944,1.0227443394748474,0.49166666666666664,121,,
3,xgb_top,0.01,m2,19,ENet_a0.1_l0.5,base,1.6638737001149941,1.0631094696173078,0.45,121,,
3,xgb_top,0.01,m2,19,Lasso_a0.05,base,1.7081433863120175,1.0897565794302557,0.45,121,,
3,xgb_top,0.01,m2,19,Lasso,base,1.7081433863120175,1.0897565794302557,0.45,121,0.7074453223347806,1.4145235432112753
3,xgb_top,0.01,m2,19,ENet_a0.05_l0.5,base,1.7633162632982609,1.125163345877448,0.44166666666666665,121,,
3,xgb_top,0.01,m2,19,base_AR1,baseline,1.8149424332939037,1.1650125596705163,0.44166666666666665,121,,
3,xgb_top,0.01,m2,19,Ridge_a10.0,base,1.894706743451338,1.1818284493439029,0.4666666666666667,121,,
3,xgb_top,0.01,m2,19,base_RollMean6,baseline,1.9084884482864204,1.2004835855886236,0.5166666666666667,121,,
3,xgb_top,0.01,m2,19,Lasso_a0.01,base,1.9145607784683203,1.1836165600908788,0.48333333333333334,121,,
3,xgb_top,0.01,m2,19,Ridge_a1.0,base,2.1102641240084603,1.2812173344828361,0.45,121,,
3,xgb_top,0.01,m2,19,Ridge,base,2.1102641240084603,1.2812173344828361,0.45,121,0.6372441875826548,2.3115470727377097
3,xgb_top,0.01,m2,19,Ridge_a0.1,base,2.198010290034185,1.3352990783966883,0.4583333333333333,121,,
3,xgb_top,0.01,m2,19,Linear,base,2.2172671743460213,1.3452335100362194,0.44166666666666665,121,0.6231208254418346,2.5583262247315033
3,xgb_top,0.01,m2,19,Avg(MLP+GradientBoosting),ensemble_avg,0.9051624032445853,0.6630694456361879,0.48333333333333334,121,,
3,xgb_top,0.01,m2,19,Wavg(MLP+GradientBoosting),ensemble_wavg,1.2009799444823674,0.7760267251535851,0.48333333333333334,121,,
3,xgb_top,0.01,m2,19,Avg(MLP+LightGBM),ensemble_avg,0.8396431015175781,0.6272827333583397,0.49166666666666664,121,,
3,xgb_top,0.01,m2,19,Wavg(MLP+LightGBM),ensemble_wavg,0.9430408633985864,0.6655827824173898,0.48333333333333334,121,,
3,xgb_top,0.01,m2,19,Avg(MLP+RandomForest),ensemble_avg,0.925609522151152,0.6768298720647795,0.475,121,,
3,xgb_top,0.01,m2,19,Wavg(MLP+RandomForest),ensemble_wavg,1.1551291455565997,0.7908563321849851,0.475,121,,
3,xgb_top,0.01,m2,19,Avg(MLP+XGBoost),ensemble_avg,0.9576967642153998,0.6968077550099572,0.5,121,,
3,xgb_top,0.01,m2,19,Wavg(MLP+XGBoost),ensemble_wavg,1.3315845736721856,0.8518091709108011,0.525,121,,
3,xgb_top,0.01,m2,19,Avg(GradientBoosting+LightGBM),ensemble_avg,1.2351423179856,0.7895766092514542,0.5083333333333333,121,,
3,xgb_top,0.01,m2,19,Wavg(GradientBoosting+LightGBM),ensemble_wavg,1.2535005717229,0.7951074967625535,0.49166666666666664,121,,
3,xgb_top,0.01,m2,19,Avg(GradientBoosting+RandomForest),ensemble_avg,1.2810240248419664,0.8149590294331573,0.49166666666666664,121,,
3,xgb_top,0.01,m2,19,Wavg(GradientBoosting+RandomForest),ensemble_wavg,1.2683164439250043,0.801203807674308,0.48333333333333334,121,,
3,xgb_top,0.01,m2,19,Avg(GradientBoosting+XGBoost),ensemble_avg,1.3135367994545508,0.8319539965470372,0.5,121,,
3,xgb_top,0.01,m2,19,Wavg(GradientBoosting+XGBoost),ensemble_wavg,1.317242340344511,0.834090467625012,0.5083333333333333,121,,
3,xgb_top,0.01,m2,19,Avg(LightGBM+RandomForest),ensemble_avg,1.2709302242306488,0.8271106032905837,0.48333333333333334,121,,
3,xgb_top,0.01,m2,19,Wavg(LightGBM+RandomForest),ensemble_wavg,1.2905990853072098,0.8492551255963352,0.475,121,,
3,xgb_top,0.01,m2,19,Avg(LightGBM+XGBoost),ensemble_avg,1.2847340603940223,0.8286734114028482,0.49166666666666664,121,,
3,xgb_top,0.01,m2,19,Wavg(LightGBM+XGBoost),ensemble_wavg,1.3834113624461304,0.8762597874858223,0.5166666666666667,121,,
3,xgb_top,0.01,m2,19,Avg(RandomForest+XGBoost),ensemble_avg,1.3346249011353395,0.8662340641948808,0.49166666666666664,121,,
3,xgb_top,0.01,m2,19,Wavg(RandomForest+XGBoost),ensemble_wavg,1.3691543508923212,0.8719292890449054,0.5166666666666667,121,,
3,xgb_top,0.01,m2,19,Avg(MLP+GradientBoosting+LightGBM),ensemble_avg,0.9430249768561081,0.6654523264574189,0.475,121,,
3,xgb_top,0.01,m2,19,Wavg(MLP+GradientBoosting+LightGBM),ensemble_wavg,1.159917923845748,0.7570342743092737,0.48333333333333334,121,,
3,xgb_top,0.01,m2,19,Avg(MLP+GradientBoosting+RandomForest),ensemble_avg,0.9965292275026703,0.6951317020778858,0.5,121,,
3,xgb_top,0.01,m2,19,Wavg(MLP+GradientBoosting+RandomForest),ensemble_wavg,1.2108929870455758,0.7783327922646204,0.49166666666666664,121,,
3,xgb_top,0.01,m2,19,Avg(MLP+GradientBoosting+XGBoost),ensemble_avg,1.0193793650001712,0.7104985675022839,0.49166666666666664,121,,
3,xgb_top,0.01,m2,19,Wavg(MLP+GradientBoosting+XGBoost),ensemble_wavg,1.276167681485334,0.8169949643906418,0.49166666666666664,121,,
3,xgb_top,0.01,m2,19,Avg(MLP+LightGBM+RandomForest),ensemble_avg,0.9642274623661882,0.6795242487953502,0.49166666666666664,121,,
3,xgb_top,0.01,m2,19,Wavg(MLP+LightGBM+RandomForest),ensemble_wavg,1.0515322331005093,0.7218999416940939,0.475,121,,
3,xgb_top,0.01,m2,19,Avg(MLP+LightGBM+XGBoost),ensemble_avg,0.976721948857401,0.685440047366686,0.5,121,,
3,xgb_top,0.01,m2,19,Wavg(MLP+LightGBM+XGBoost),ensemble_wavg,1.3274531850527413,0.849760823793544,0.525,121,,
3,xgb_top,0.01,m2,19,Avg(MLP+RandomForest+XGBoost),ensemble_avg,1.0317614654374,0.7205734371613328,0.49166666666666664,121,,
3,xgb_top,0.01,m2,19,Wavg(MLP+RandomForest+XGBoost),ensemble_wavg,1.3221428884349211,0.8493459302890954,0.5166666666666667,121,,
3,xgb_top,0.01,m2,19,Avg(GradientBoosting+LightGBM+RandomForest),ensemble_avg,1.2542836648494609,0.8033903520360807,0.475,121,,
3,xgb_top,0.01,m2,19,Wavg(GradientBoosting+LightGBM+RandomForest),ensemble_wavg,1.2599326002109035,0.7975292723870323,0.49166666666666664,121,,
3,xgb_top,0.01,m2,19,Avg(GradientBoosting+LightGBM+XGBoost),ensemble_avg,1.2681137860526301,0.8090801097188041,0.5166666666666667,121,,
3,xgb_top,0.01,m2,19,Wavg(GradientBoosting+LightGBM+XGBoost),ensemble_wavg,1.3172187697595072,0.8340769045126264,0.5083333333333333,121,,
3,xgb_top,0.01,m2,19,Avg(GradientBoosting+RandomForest+XGBoost),ensemble_avg,1.3048073933180406,0.8317697627624686,0.49166666666666664,121,,
3,xgb_top,0.01,m2,19,Wavg(GradientBoosting+RandomForest+XGBoost),ensemble_wavg,1.3143698454336918,0.8322576365824371,0.5,121,,
3,xgb_top,0.01,m2,19,Avg(LightGBM+RandomForest+XGBoost),ensemble_avg,1.2871416380271985,0.8345880244103092,0.48333333333333334,121,,
3,xgb_top,0.01,m2,19,Wavg(LightGBM+RandomForest+XGBoost),ensemble_wavg,1.3691506663036952,0.8719281432549308,0.5166666666666667,121,,
3,xgb_top,0.02,m2,12,MLP,base,0.8701531684960919,0.6959148365716474,0.48333333333333334,121,0.2378607429579562,2.658246239691173
3,xgb_top,0.02,m2,12,LightGBM,base,1.2549275542469769,0.7855462620046861,0.5416666666666666,121,,
3,xgb_top,0.02,m2,12,GradientBoosting,base,1.3193730157455357,0.8525802771559722,0.5166666666666667,121,,
3,xgb_top,0.02,m2,12,RandomForest,base,1.3526926704516649,0.8924607218136004,0.49166666666666664,121,,
3,xgb_top,0.02,m2,12,XGBoost,base,1.4252054972742798,0.8837278529019155,0.55,121,0.02924312648692293,47.73642693135461
3,xgb_top,0.02,m2,12,base_Naive,baseline,1.4858290237280916,0.9467142941890213,0.425,121,,
3,xgb_top,0.02,m2,12,ENet_a0.1_l0.5,base,1.5999407086927242,0.9897994209498836,0.43333333333333335,121,,
3,xgb_top,0.02,m2,12,Lasso_a0.2,base,1.6069529523155321,1.0222884261263758,0.49166666666666664,121,,
3,xgb_top,0.02,m2,12,ENet_a0.05_l0.5,base,1.627529879757127,0.9942992640423166,0.43333333333333335,121,,
3,xgb_top,0.02,m2,12,Lasso_a0.05,base,1.634795501876635,1.0073682465466296,0.4166666666666667,121,,
3,xgb_top,0.02,m2,12,Lasso,base,1.634795501876635,1.0073682465466296,0.4166666666666667,121,0.7188968030109696,1.2740336235042204
3,xgb_top,0.02,m2,12,Ridge_a10.0,base,1.67940086522198,1.03173387648321,0.425,121,,
3,xgb_top,0.02,m2,12,Lasso_a0.01,base,1.703847504377153,1.0359218908037928,0.425,121,,
3,xgb_top,0.02,m2,12,Ridge_a1.0,base,1.7519354068300599,1.0687192319494745,0.45,121,,
3,xgb_top,0.02,m2,12,Ridge,base,1.7519354068300599,1.0687192319494745,0.45,121,0.698429225631543,1.5083936103130586
3,xgb_top,0.02,m2,12,Ridge_a0.1,base,1.781591861811681,1.0841549844831386,0.45,121,,
3,xgb_top,0.02,m2,12,Linear,base,1.7865401047661997,1.086725381216661,0.43333333333333335,121,0.6952786355570267,1.569531139605494
3,xgb_top,0.02,m2,12,base_AR1,baseline,1.8149424332939037,1.1650125596705163,0.44166666666666665,121,,
3,xgb_top,0.02,m2,12,base_RollMean6,baseline,1.9084884482864204,1.2004835855886236,0.5166666666666667,121,,
3,xgb_top,0.02,m2,12,Avg(MLP+LightGBM),ensemble_avg,0.9480141162965149,0.6869281302436416,0.5083333333333333,121,,
3,xgb_top,0.02,m2,12,Wavg(MLP+LightGBM),ensemble_wavg,0.9924916372093647,0.6986753947420538,0.5166666666666667,121,,
3,xgb_top,0.02,m2,12,Avg(MLP+GradientBoosting),ensemble_avg,1.0012951528410745,0.6995606652381372,0.5083333333333333,121,,
3,xgb_top,0.02,m2,12,Wavg(MLP+GradientBoosting),ensemble_wavg,1.0609495744114061,0.7239984486988283,0.5083333333333333,121,,
3,xgb_top,0.02,m2,12,Avg(MLP+RandomForest),ensemble_avg,1.0142523541502857,0.7135932143448352,0.48333333333333334,121,,
3,xgb_top,0.02,m2,12,Wavg(MLP+RandomForest),ensemble_wavg,1.1244680944760017,0.7668404310258935,0.49166666666666664,121,,
3,xgb_top,0.02,m2,12,Avg(MLP+XGBoost),ensemble_avg,1.0390913514799784,0.71587701996713,0.525,121,,
3,xgb_top,0.02,m2,12,Wavg(MLP+XGBoost),ensemble_wavg,1.1716339765092492,0.7629293711302323,0.5166666666666667,121,,
3,xgb_top,0.02,m2,12,Avg(LightGBM+GradientBoosting),ensemble_avg,1.2493340023752006,0.782615545439359,0.5166666666666667,121,,
3,xgb_top,0.02,m2,12,Wavg(LightGBM+GradientBoosting),ensemble_wavg,1.2576413743368307,0.7883333616948709,0.5166666666666667,121,,
3,xgb_top,0.02,m2,12,Avg(LightGBM+RandomForest),ensemble_avg,1.2694418243276357,0.811387291349227,0.5166666666666667,121,,
3,xgb_top,0.02,m2,12,Wavg(LightGBM+RandomForest),ensemble_wavg,1.3340529604328089,0.876533544215191,0.49166666666666664,121,,
3,xgb_top,0.02,m2,12,Avg(LightGBM+XGBoost),ensemble_avg,1.303950261544237,0.8059867708603328,0.55,121,,
3,xgb_top,0.02,m2,12,Wavg(LightGBM+XGBoost),ensemble_wavg,1.3741010124229291,0.8461509738582847,0.55,121,,
3,xgb_top,0.02,m2,12,Avg(GradientBoosting+RandomForest),ensemble_avg,1.3244517639599251,0.8437695177510945,0.5,121,,
3,xgb_top,0.02,m2,12,Wavg(GradientBoosting+RandomForest),ensemble_wavg,1.3284351582577703,0.8497410990446318,0.5,121,,
3,xgb_top,0.02,m2,12,Avg(GradientBoosting+XGBoost),ensemble_avg,1.3647558153392032,0.8591474393949757,0.5083333333333333,121,,
3,xgb_top,0.02,m2,12,Wavg(GradientBoosting+XGBoost),ensemble_wavg,1.4014447048397234,0.8720867708261593,0.5416666666666666,121,,
3,xgb_top,0.02,m2,12,Avg(RandomForest+XGBoost),ensemble_avg,1.3739889697664671,0.873462744762671,0.5333333333333333,121,,
3,xgb_top,0.02,m2,12,Wavg(RandomForest+XGBoost),ensemble_wavg,1.3835707431179076,0.8740479950282933,0.5166666666666667,121,,
3,xgb_top,0.02,m2,12,Avg(MLP+LightGBM+GradientBoosting),ensemble_avg,1.0422133462244754,0.7099694174245007,0.5166666666666667,121,,
3,xgb_top,0.02,m2,12,Wavg(MLP+LightGBM+GradientBoosting),ensemble_wavg,1.0691486177962424,0.7216896484508732,0.5333333333333333,121,,
3,xgb_top,0.02,m2,12,Avg(MLP+LightGBM+RandomForest),ensemble_avg,1.05377087052224,0.7214773629576249,0.5083333333333333,121,,
3,xgb_top,0.02,m2,12,Wavg(MLP+LightGBM+RandomForest),ensemble_wavg,1.124716457269138,0.7669609981423539,0.49166666666666664,121,,
3,xgb_top,0.02,m2,12,Avg(MLP+LightGBM+XGBoost),ensemble_avg,1.0724681363556798,0.7231030964908339,0.525,121,,
3,xgb_top,0.02,m2,12,Wavg(MLP+LightGBM+XGBoost),ensemble_wavg,1.1716611911292503,0.7629392358555571,0.5166666666666667,121,,
3,xgb_top,0.02,m2,12,Avg(MLP+GradientBoosting+RandomForest),ensemble_avg,1.0961650338146587,0.7372323321382036,0.49166666666666664,121,,
3,xgb_top,0.02,m2,12,Wavg(MLP+GradientBoosting+RandomForest),ensemble_wavg,1.134982099381752,0.7538645751550253,0.5083333333333333,121,,
3,xgb_top,0.02,m2,12,Avg(MLP+GradientBoosting+XGBoost),ensemble_avg,1.1180500197775234,0.7432007605141104,0.5166666666666667,121,,
3,xgb_top,0.02,m2,12,Wavg(MLP+GradientBoosting+XGBoost),ensemble_wavg,1.1692441058992877,0.7617263663496786,0.5166666666666667,121,,
3,xgb_top,0.02,m2,12,Avg(MLP+RandomForest+XGBoost),ensemble_avg,1.123827920192655,0.7475267543713068,0.5083333333333333,121,,
3,xgb_top,0.02,m2,12,Wavg(MLP+RandomForest+XGBoost),ensemble_wavg,1.1826745327895807,0.7665459853312862,0.5166666666666667,121,,
3,xgb_top,0.02,m2,12,Avg(LightGBM+GradientBoosting+RandomForest),ensemble_avg,1.2719449716354898,0.7974364316582678,0.5166666666666667,121,,
3,xgb_top,0.02,m2,12,Wavg(LightGBM+GradientBoosting+RandomForest),ensemble_wavg,1.326086667779985,0.8478397852618214,0.5,121,,
3,xgb_top,0.02,m2,12,Avg(LightGBM+GradientBoosting+XGBoost),ensemble_avg,1.2973443665062954,0.8041515213432614,0.5333333333333333,121,,
3,xgb_top,0.02,m2,12,Wavg(LightGBM+GradientBoosting+XGBoost),ensemble_wavg,1.3597577569071728,0.8402412690595871,0.5416666666666666,121,,
3,xgb_top,0.02,m2,12,Avg(LightGBM+RandomForest+XGBoost),ensemble_avg,1.3065062290675646,0.817250622517959,0.525,121,,
3,xgb_top,0.02,m2,12,Wavg(LightGBM+RandomForest+XGBoost),ensemble_wavg,1.383567916030166,0.8740475062729738,0.5166666666666667,121,,
3,xgb_top,0.02,m2,12,Avg(GradientBoosting+RandomForest+XGBoost),ensemble_avg,1.3505790146601173,0.8534925600439326,0.5166666666666667,121,,
3,xgb_top,0.02,m2,12,Wavg(GradientBoosting+RandomForest+XGBoost),ensemble_wavg,1.3744226403279411,0.867720507161281,0.5166666666666667,121,,
3,xgb_top,0.01,both,18,MLP,base,1.0528807892691383,0.7192858820512097,0.5416666666666666,121,0.37971303501834003,1.772832882121849
3,xgb_top,0.01,both,18,LightGBM,base,1.357363273718667,0.8444824003993407,0.49166666666666664,121,,
3,xgb_top,0.01,both,18,RandomForest,base,1.3646719891841144,0.911024753586036,0.475,121,,
3,xgb_top,0.01,both,18,GradientBoosting,base,1.375103595473045,0.8769795397802669,0.5166666666666667,121,,
3,xgb_top,0.01,both,18,XGBoost,base,1.4086349192745977,0.8696596045129522,0.5416666666666666,121,0.024946561369040925,55.46609560477284
3,xgb_top,0.01,both,18,base_Naive,baseline,1.4858290237280916,0.9467142941890213,0.425,121,,
3,xgb_top,0.01,both,18,Lasso_a0.2,base,1.5734997552740628,0.9983235133313966,0.48333333333333334,121,,
3,xgb_top,0.01,both,18,ENet_a0.1_l0.5,base,1.6343231091133976,1.0482068427443043,0.4666666666666667,121,,
3,xgb_top,0.01,both,18,Lasso_a0.05,base,1.6869264431064532,1.0807716794535331,0.475,121,,
3,xgb_top,0.01,both,18,Lasso,base,1.6869264431064532,1.0807716794535331,0.475,121,0.7091443192568109,1.3788196524994605
3,xgb_top,0.01,both,18,ENet_a0.05_l0.5,base,1.7268678616796813,1.1138084058521176,0.4666666666666667,121,,
3,xgb_top,0.01,both,18,base_AR1,baseline,1.8149424332939037,1.1650125596705163,0.44166666666666665,121,,
3,xgb_top,0.01,both,18,Ridge_a10.0,base,1.908080503150094,1.189631253728328,0.4583333333333333,121,,
3,xgb_top,0.01,both,18,base_RollMean6,baseline,1.9084884482864204,1.2004835855886236,0.5166666666666667,121,,
3,xgb_top,0.01,both,18,Lasso_a0.01,base,1.918081658104248,1.1989050222067903,0.48333333333333334,121,,
3,xgb_top,0.01,both,18,Ridge_a1.0,base,2.1499544263054244,1.3006588654042894,0.4583333333333333,121,,
3,xgb_top,0.01,both,18,Ridge,base,2.1499544263054244,1.3006588654042894,0.4583333333333333,121,0.6409868892472472,2.3541316716013587
3,xgb_top,0.01,both,18,Ridge_a0.1,base,2.2207180848983,1.3330762057022247,0.475,121,,
3,xgb_top,0.01,both,18,Linear,base,2.237542184894714,1.3382847538207596,0.4583333333333333,121,0.6276913361416231,2.5647173316884335
3,xgb_top,0.01,both,18,Avg(MLP+LightGBM),ensemble_avg,0.8800117091132594,0.6322413508919429,0.5083333333333333,121,,
3,xgb_top,0.01,both,18,Wavg(MLP+LightGBM),ensemble_wavg,1.140995586147387,0.7286822908965516,0.5,121,,
3,xgb_top,0.01,both,18,Avg(MLP+RandomForest),ensemble_avg,0.8967466404405081,0.638229051483138,0.525,121,,
3,xgb_top,0.01,both,18,Wavg(MLP+RandomForest),ensemble_wavg,1.25402874863992,0.8429782483579022,0.4666666666666667,121,,
3,xgb_top,0.01,both,18,Avg(MLP+GradientBoosting),ensemble_avg,0.8955139668373557,0.6395671783330389,0.5,121,,
3,xgb_top,0.01,both,18,Wavg(MLP+GradientBoosting),ensemble_wavg,1.2576444529065025,0.8137334522643619,0.5166666666666667,121,,
3,xgb_top,0.01,both,18,Avg(MLP+XGBoost),ensemble_avg,0.9040663695224274,0.6318796874034832,0.525,121,,
3,xgb_top,0.01,both,18,Wavg(MLP+XGBoost),ensemble_wavg,1.3507569080786799,0.8396608644546851,0.5333333333333333,121,,
3,xgb_top,0.01,both,18,Avg(LightGBM+RandomForest),ensemble_avg,1.3355335873613343,0.8562631213490833,0.49166666666666664,121,,
3,xgb_top,0.01,both,18,Wavg(LightGBM+RandomForest),ensemble_wavg,1.3464674189384584,0.885069311146534,0.475,121,,
3,xgb_top,0.01,both,18,Avg(LightGBM+GradientBoosting),ensemble_avg,1.3332556813857732,0.8334564393072122,0.48333333333333334,121,,
3,xgb_top,0.01,both,18,Wavg(LightGBM+GradientBoosting),ensemble_wavg,1.35229562922118,0.8560771598360454,0.5166666666666667,121,,
3,xgb_top,0.01,both,18,Avg(LightGBM+XGBoost),ensemble_avg,1.3456066631786747,0.8294824846799052,0.525,121,,
3,xgb_top,0.01,both,18,Wavg(LightGBM+XGBoost),ensemble_wavg,1.397108084491996,0.8628331438747363,0.5416666666666666,121,,
3,xgb_top,0.01,both,18,Avg(RandomForest+GradientBoosting),ensemble_avg,1.3590335819896042,0.8770096585690709,0.5,121,,
3,xgb_top,0.01,both,18,Wavg(RandomForest+GradientBoosting),ensemble_wavg,1.363835339122593,0.873803786095383,0.49166666666666664,121,,
3,xgb_top,0.01,both,18,Avg(RandomForest+XGBoost),ensemble_avg,1.3715953388549187,0.8745844199185006,0.5083333333333333,121,,
3,xgb_top,0.01,both,18,Wavg(RandomForest+XGBoost),ensemble_wavg,1.40149392651047,0.8691050209582576,0.525,121,,
3,xgb_top,0.01,both,18,Avg(GradientBoosting+XGBoost),ensemble_avg,1.38594517074291,0.8677038643826176,0.5333333333333333,121,,
3,xgb_top,0.01,both,18,Wavg(GradientBoosting+XGBoost),ensemble_wavg,1.3965757378508925,0.8675748313271423,0.525,121,,
3,xgb_top,0.01,both,18,Avg(MLP+LightGBM+RandomForest),ensemble_avg,0.9795451201584485,0.6682748633478388,0.5,121,,
3,xgb_top,0.01,both,18,Wavg(MLP+LightGBM+RandomForest),ensemble_wavg,1.200493045047655,0.7873152304032736,0.5,121,,
3,xgb_top,0.01,both,18,Avg(MLP+LightGBM+GradientBoosting),ensemble_avg,0.9760375350343562,0.6670085396873066,0.5166666666666667,121,,
3,xgb_top,0.01,both,18,Wavg(MLP+LightGBM+GradientBoosting),ensemble_wavg,1.225497488161441,0.7881231126592155,0.5,121,,
3,xgb_top,0.01,both,18,Avg(MLP+LightGBM+XGBoost),ensemble_avg,0.9817450593273516,0.6642734017535534,0.525,121,,
3,xgb_top,0.01,both,18,Wavg(MLP+LightGBM+XGBoost),ensemble_wavg,1.321699095143062,0.8231566965657945,0.5333333333333333,121,,
3,xgb_top,0.01,both,18,Avg(MLP+RandomForest+GradientBoosting),ensemble_avg,0.9972456970694505,0.6820052799378513,0.5083333333333333,121,,
3,xgb_top,0.01,both,18,Wavg(MLP+RandomForest+GradientBoosting),ensemble_wavg,1.2618475000259075,0.8145999518678207,0.49166666666666664,121,,
3,xgb_top,0.01,both,18,Avg(MLP+RandomForest+XGBoost),ensemble_avg,1.0031017071823811,0.6851202693836707,0.5083333333333333,121,,
3,xgb_top,0.01,both,18,Wavg(MLP+RandomForest+XGBoost),ensemble_wavg,1.3448558264284365,0.8396696237303994,0.525,121,,
3,xgb_top,0.01,both,18,Avg(MLP+GradientBoosting+XGBoost),ensemble_avg,1.009773403400578,0.6863157121399831,0.5416666666666666,121,,
3,xgb_top,0.01,both,18,Wavg(MLP+GradientBoosting+XGBoost),ensemble_wavg,1.3279612131076854,0.8323349004536651,0.5333333333333333,121,,
3,xgb_top,0.01,both,18,Avg(LightGBM+RandomForest+GradientBoosting),ensemble_avg,1.334878155670888,0.8476918800635783,0.49166666666666664,121,,
3,xgb_top,0.01,both,18,Wavg(LightGBM+RandomForest+GradientBoosting),ensemble_wavg,1.3554529184740247,0.8645540708529816,0.5166666666666667,121,,
